FIPS,score_greenery,score_industry,score_healthcare,score_safety,score_education,score_events,score_walk
51036,74.97783150308838,99.39962786233082,63.28371913215987,85.37633505752584,20.73186421973935,5.7325769246399,0.7586891596151958
48311,24.528191176979742,0.0,0.0,15.708457440905676,9.21556846290546,0.0,15.853369839710545
48443,5.203190073575469,0.0,7.915767990243772,63.657025476366435,79.92042056041029,0.0,0.0
2230,21.79105299457188,99.02484069209571,17.22357788129125,76.2953653178049,62.552139478310465,0.0,100.0
13007,51.133753218580345,100.0,14.301748774565809,100.0,19.644711455826435,50.903612760185766,5.7565484741988815
20061,15.082444774083276,98.6518609764839,25.440722859104053,58.2671236875683,22.737656971241968,13.738990959715474,37.6254679108327
8053,30.029730097778785,99.17759574526744,0.0,76.2953653178049,100.0,0.0,100.0
48079,0.0,20.24033609931535,14.567501300027406,40.41425683708048,1.92291195336466,0.0,5.302877081729418
48011,11.360040062269922,99.89961376878054,87.70155991089325,87.19793346014656,27.59416335254536,0.0,0.0
48119,40.4433533338774,99.90733116221891,66.15264900117194,89.02134169754339,23.308693792171933,0.0,3.9410486976714427
48033,3.7954100222226854,0.0,0.0,65.45718279575274,63.60233396165905,0.0,18.404601937675352
38023,0.7812708080336628,0.0,48.10562497880267,98.1656567788545,26.558984971797546,0.0,46.63032976425544
40057,5.934567038411999,99.6684493296357,31.78512164590369,28.019784566494017,16.557261242715597,0.0,5.151623144466758
37177,65.47385766580778,99.96909804842379,0.4461698232609299,74.48455092326942,15.845975380377439,0.0,3.183949050004504
51115,72.42850203967674,99.79935766882416,64.06645924263017,83.55654290051866,52.580209201294835,8.880618910134801,15.402706908046108
41055,1.1357962274052593,99.77624009032937,22.52784534798832,90.84656336958749,15.910695839302821,0.0,39.253248884319255
46075,4.326861576514854,99.76083220935831,52.30128030588141,100.0,38.78888006985993,0.0,100.0
51830,61.450106347528575,99.53008159080854,21.73287431834133,54.682629891895694,52.492527994778435,12.882228758662295,81.1180375379131
51125,84.88816327358542,99.79165104151684,37.58765333447544,74.48455092326942,59.61238520299573,2.5810771061228963,17.204556307095338
38087,1.2322809934367696,77.33649255791148,63.28371913215987,98.1656567788545,46.092931556457756,0.0,100.0
48109,0.30961737036334885,0.0,6.05031972250434,100.0,18.843234543774077,0.0,8.324794719564835
48345,14.111650959582512,92.34755051226612,23.322580586135583,74.48455092326942,44.21347284131237,0.0,56.167240266515236
31167,5.349375713272048,98.90285350863746,83.30201797416737,85.37633505752584,29.904706819549865,0.0,8.928456905987856
24029,38.584450905533096,98.50771876915195,51.25298223469687,72.67552146189108,64.56468368668479,13.738990959715474,63.171614427188686
13265,89.76804860301166,100.0,38.90465991580489,63.657025476366435,5.237901564785936,0.0,7.871890464290035
13307,65.28268319915931,99.98454748081204,18.815960952586096,94.5024614709012,6.635090089550712,12.882228758662295,7.418851020438943
13183,82.04937951207924,99.84561356630255,49.15515489264056,79.92236301998337,4.1697251383407155,2.2944053972060856,1.213720682197852
51097,79.1788455310534,96.76899756388747,41.79979778339255,79.92236301998337,28.220098463435257,2.867720175076733,5.7565484741988815
26085,81.42436017305418,99.66075573517242,10.04611979061617,69.06280328746554,10.334629116668753,10.310406051054,12.846419609599891
20207,19.597483058004332,22.82599511008801,24.911344247134124,61.858632152675995,34.48177263705917,0.0,34.51302990039263
48081,31.097681827841512,87.35396325172584,21.20276256752326,83.55654290051866,29.437550299983055,0.0,13.598715849143792
48261,22.85485363586349,0.0,0.0,35.09208711410083,0.0,0.0,8.475732776693464
31115,3.734153414951517,99.98454748081204,28.08604821541399,100.0,37.724538706932194,0.0,96.00795921980148
48269,18.22941882894824,0.0,0.0,100.0,55.05567636401422,0.0,0.0
48151,8.954876789963501,55.79657414250187,94.15837983566846,67.2591075747448,23.815522727109393,0.0,21.10124043007369
25019,45.87230429697598,99.06300117951247,37.32417431997825,58.2671236875683,100.0,12.59658449576451,48.98344284367543
30079,0.0,96.06080619864386,2.0485519117443096,74.48455092326942,34.81964775101544,2.5810771061228963,55.435755538776846
51133,66.57389619015541,99.72232593110284,61.978643934292364,79.92236301998337,61.15660907929424,1.1474320474093542,2.2749306765315715
8079,32.505349687605886,96.93220883617285,35.215408969011264,100.0,98.80973590754475,0.0,51.039428339577164
51840,19.192920190202436,99.2617398058956,46.79313421742846,45.75190550494206,46.211931620871496,14.024521516383128,28.71579963535803
55001,56.46801448106197,99.80706506414455,28.614800034746036,56.47400166903732,23.973760538604328,2.2944053972060856,7.569879194324056
48075,8.556035693170456,99.89189714534902,26.763711991679955,98.1656567788545,6.26968359784988,0.0,5.7565484741988815
51595,48.8772438009155,99.48401396811512,8.98115561293608,3.47916737365336,12.072138537353784,2.2944053972060856,16.754294459875354
51720,77.59391496160323,96.34035702280094,15.364600766197434,19.217560307255834,18.13645571657884,57.37930731182074,4.849070042257646
30059,39.032992875991205,99.91504932581779,59.36658500665837,87.19793346014656,48.2585146656389,0.0,15.102190595371207
29197,27.881597754516775,100.0,81.22914303409985,83.55654290051866,1.7883292088964637,0.0,3.4868342300569997
8047,74.16848138430778,99.89189714534902,5.250444149888258,20.974631039811985,96.67016565018186,43.84819732194956,11.641969486114082
40033,10.119201094469336,94.34691385097754,58.05960003573162,72.67552146189108,26.967137951763227,0.0,4.546456616430904
31069,0.7904705182831787,99.73002565317387,53.08723479768739,100.0,24.827044830196463,0.0,39.992572603067075
37137,64.75201698598599,99.36130095819222,47.580705820346495,69.06280328746554,43.55483541417098,5.159834374318587,1.6686158248825924
